title,text,label
VIOLENCE,Fact Check: Leopard Attack In Hyderabad Claimed 2 Lives?.Church in Pakistan burnt in revenge against New Zealand shooting? Fact Check,fake
POLITICS,"Call assembly session or public will lay siege to Raj Bhavan, Gehlot tells Rajasthan governor",real
ELECTION,Bihar elections: Political parties strengthen their position; RJD seems to pursue NDA-ally LJP,real
VIOLENCE,Fact Check: Viral money shower video has no link to PM Modi's election victory celebration,fake
VIOLENCE,Jaitley tells CBI to avoid adventurism & concentrate only on bulls eye in Kochhar probe,real
COVID-19,"Global Gender Gap Index: India Ranks 108 Of 144 Countries, Down 21 Places From 2016",fake
COVID-19,2 drivers of apple laden trucks shot dead by terrorists in Shopian,real
TERROR,ICMR says its Twitter handle Û÷compromisedÛª,real
VIOLENCE,"Rajnath Singh Right On North-East Violence Claim, Wrong On Naxal Incidents Claim",fake
MISLEADING,"Fact check: No, the white-tailed deer was not spotted on the beach in Odisha.Fact Check: Was a leopard spotted in Banjara hills of Hyderabad ?",fake
VIOLENCE,"No, this video of an explosion is not from the Iranian...",fake
POLITICS,"Locust problem: India proposes joint response, Pakistan yet to reply",real
COVID-19,How multiple Twitter handles changed their religion overnight to support CAB,fake
VIOLENCE,Video Game Clip Viral As Drone Attack On Iranian General Soleimani,fake
GOVERNMENT,"Avalanche hits Army post in J-K, soldier killed",real
MISLEADING,"Old and unrelated video viral as Chinese reading the Quran.Fake Bengali video goes viral, wrongly cited by Hindu group",fake
POLITICS,"Fact Check: No, this is not the son of IB operative Ankit Sharma killed in Delhi riots",fake
GOVERNMENT,IAF plane flies 10-hour marathon sortie from Srinagar to Thiruvananthapuram,real
POLITICS,Fact Check: Fake news of Pakistan pilot urinating in F-16 cockpit shared as Dawn report,fake
MISLEADING,Fact Checked: No! Sushma Swaraj hasnt been appointed as Andhra Pradeshs...,fake
COVID-19,"Toaster, pen drive, laptop, CCTV camera  EC is keeping up with new-age poll symbols",real
COVID-19,DonÕt blame entire community: BJP minister on Tablighi Jamaat COVID-19 link,real
POLITICS,"Cyclone Nivar: PM Modi speaks to TN and Puducherry CMs, assures of all help",real
TERROR,UP government sacked teacher for submitting fake B ED degree 20-years ago,real
VIOLENCE,"No, Muslims Did Not Vandalise Swami Vivekananda's Statue In UP",fake
GOVERNMENT,DonÕt believe this viral picture of PM Modi touching Akbaruddin OwaisiÕs...,fake
VIOLENCE,Kerala govt recommends CBI inquiry into death of man found in well after 24 days of protests by family,real
COVID-19,False claim: Israel gifted India river-cleaning machines to clean Ganga and Godavari,fake
COVID-19,Top 5 News Trends in India | 7 December 2020,fake
VIOLENCE,Film producer booked for letting loose his 5 dogs on Hyderabad police,real
COVID-19,"Fake: 25,000 Indian soldiers have not returned Shaurya Chakra medals in support of farmers",fake
COVID-19,"FAKE Alert: Chinese Prez Xi Jinping?s picture, in connection with COVID-19,....From The Government's U-Turn On Fake News To Fake Images During Bharat ...",fake
COVID-19,Fact check video: Picture of housing project in Bangladesh shared as Mamataâs scheme for slum dwellers,fake
GOVERNMENT,Viral Fake DragonAir Aircraft Video And Other News You Almost Believed,fake
TERROR,ICSI CS Foundation result 2019 to be declared soon at icsi.edu | HereÕs how to check your results,real
MISLEADING,From UPA Inviting A Taliban Leader In 2013 To A Viral Video From...,fake
VIOLENCE,These pictures of earth were NOT sent by Chandrayaan 2,fake
TERROR,"Now, Punjab withdraws general consent to CBI",real
TRAD,"Committed to farmer welfare, says govt, cites ï¿½assuredï¿½ MSP at 1.5 times production cost",real
TRAD,Indiaï¿½s natural gas use has returned to pre-Covid levels,real
VIOLENCE,UP govt lethargic in Gaurav Chandel murder case: Priyanka Gandhi,real
COVID-19,"Fact Check: No, The Government Is Not Giving A Relief Fund Of â¹5,000 To Each Citizen Amid Lockdown",fake
VIOLENCE,"Hathras case: Victim's family objected to her relationship with accused; attacked by family, says village head",real
COVID-19,Was this man hanged for stealing money from banks and giving....From UP Police Arresting Donkeys To RBI Warning About Fake 2000-Rupee...,fake
GOVERNMENT,Dont believe this video of women protestors being paid for CAA...,fake
COVID-19,India May Start Vaccinating People Against COVID-19 In January: Harsh Vardhan,real
GOVERNMENT,Did Mamata Banerjee say she would commit suicide if Modi gets re-elected? Fact Check!,fake
MISLEADING,Fake Billboards Pics Welcoming Rahul Gandhi To UAE Viral,fake
TERROR,"GDP estimated to grow at only 5 per cent during 2019-20, slowest in 11 years",real
POLITICS,Colonel among 20 soldiers killed on LAC,real
COVID-19,Fact Check: Did UAE offer Rs 700 crore for Kerala floods?.Fact Check: Did India Take No Loans From World Bank Between 2015 And 2017?,fake
ELECTION,"Petrol, diesel prices hiked for 10th day in a row; Sonia Gandhi writes to PM Modi demanding rollback",real
COVID-19,"Fact Check: Central Govt Isn't Providing Jobs Under 'Ek Parivar Ek Naukri' Scheme.Modi govts Char Dham project in Uttarakhand gets an African facelift, except its not real",fake
POLITICS,Picture of man peeing on PM Modiï¿½s poster is FAKE,fake
VIOLENCE,"2018 video of ?Dhol Tasha? performance in Spain, being shared as....Old Video From Gujarat Shared Falsely As Rohingya & Bangladeshi...",fake
ELECTION,"RJD manifesto promises to scrap farm laws, Tejashwi explains 10 lakh jobs arithmetic",real
GOVERNMENT,"17-year-old girl raped, mutilated body found near dried-up pond; 2nd case from UP district in 10 days",real
VIOLENCE,Fact Checked: Old video of violence from Pakistan reshared as J&K,fake
GOVERNMENT,"Jaswant Singh ï¿½ communicator, crisis manager, man of letters and a student of history",real
VIOLENCE,Fact Check: Mock drill video from Bhagalpur jail shared as Coronavirus...,fake
COVID-19,"Fact Check: No, these EVMs in Bihar were not meant for rigging polls",fake
COVID-19,Ronnie Screwvala tweets about Covid vaccine quota for Parsis; Adar Poonawalla replies,real
TERROR,Karnataka to soon roll out Maralu Mithra app to buy sand at fixed price,real
VIOLENCE,FACT CHECKED: Anti-terrorism drill video from Germany shared as gun attack...,fake
GOVERNMENT,Fact Check: Viral post about India losing a Rafale jet in...,fake
VIOLENCE,Man arrested for stating talaq thrice to wife in Hyderabad,real
COVID-19,FAKE Alert: Beef flavoured Maggi is NOT being sold in India.Maggi Noodles Sold In India Does Not Contain Beef: Nestlé India,fake
VIOLENCE,Fact Check: Incident Of Honor Killing Falsely Shared As 'Love Jihad' Case,fake
GOVERNMENT,No! TrumpÕs son wasnÕt sporting this T-shirt; hereÕs the fact check,fake
VIOLENCE,Video Game Clip Falsely Shared Again As 'Turkish Airline Escaping...,fake
GOVERNMENT,Only 800 farmersÕ loans waived by the Karnataka Govt: PM Modi...,fake
VIOLENCE,"COVID-19 patient tries to escape from hospital in UP's Moradabad, falls to death from third floor",real
COVID-19,The speech given by Mahua Moitra in the Lok Sabha is not stolen from someoneâs article,fake
ELECTION,"Day after Delhi violence, farmer unions raise ï¿½Deep Sidhu murdabadï¿½ slogans, call him traitor",real
TRAD,Fact Check: Rajasthan has NOT issued directive to make BR Ambedkarï¿½s...,fake
VIOLENCE,Fact Check: Dont fall for this morphed picture of Uddhav Thackeray...,fake
POLITICS,"Pranab MukherjeeÛªs health remains critical, still on ventilator support: Hospital",real
ELECTION,Bihar CM shares stateÛªs sustainable development efforts at UN climate roundtable,real
MISLEADING,Misleading reports claim Shaheen Bagh empty post AAP win in Delhi election,fake
COVID-19,"Maharashtra records 3,214 new COVID-19 cases, 248 deaths",real
VIOLENCE,Fact Check: Old video of overcrowded train in Bangladesh passed off as Shramik Special. Fact Check: Photo of Eid procession in Bangladesh passed off as CAB protest in Mumbai,fake
MISLEADING,Fact Check: False claims of Rajiv Gandhi at Ram temple bhoomi pujan go viral.Fact Check: False claims of Rajiv Gandhi at Ram temple ?bhoomi pujan? go viral,fake
COVID-19,Fact Check: Was Nehru Slapped In Public Due To His Controversial Speech On 'Aryans'?,fake
VIOLENCE,Video Of An Art Installation Falsely Shared As TN Politician's...,fake
TRAD,"ï¿½Gaddar, bikauï¿½ ï¿½ Congress campaign buzzwords in MP bypolls to target Scindia, defector MLAs",real
VIOLENCE,Fact Check: Is this the video of US drone strike that killed Iranian general Soleimani?,fake
VIOLENCE,Top Bollywood producers move HC for curbs on 2 news channels,real
COVID-19,Fact Check: This woman did not undergo 17 surgeries to look...,fake
ELECTION,Haryana election 2019: Sonia asks Hooda to negotiate with JJP chief Dushyant Chautala,real
ELECTION,"Bhumi Pujan: RSS chief Mohan Bhagwat recalls contribution of LK Advani, Ashok Singhal",real
GOVERNMENT,Independence Day celebration: Gujarat govt to felicitate 50 Covid warriors today,real
POLITICS,"No, This Is Not Atal Bihari Vajpayee's Niece; Debunked Claim Revived. Fact Check: No, Ranu Mondal Didn't Demand Church Land In Ayodhya",fake
ELECTION,"Bengal BJP chief says Islamic radicalisation, Naxal threat rising, asks Amit Shah to intervene",real
COVID-19,We have to live with COVID-19: Delhi Health Minister,real
GOVERNMENT,Rebel AAP leader Alka Lamba sees empty chairs at a BJP rally that wasnÕt,fake
ELECTION,Bihar records 58.92% voter turnout for 5 Lok Sabha seats in phase 4,real
POLITICS,Iâll Make Kyrgyzstan No. 1 Country In The World: Modi,real
GOVERNMENT,119 more mandis added to e-NAM portal in Rajasthan,real
GOVERNMENT,How a delay in Ram temple hearing could help or harm BJPï¿½s 2019 poll prospects,real
COVID-19,Fact Check: This picture of a boy kicking Amar Jawan memorial...,fake
VIOLENCE,Fact Checked: Dont believe this FAKE picture of PM Modi standing...,fake
POLITICS,Did police lathi-charge at the protesters outside MP CM Kamal NathÕs...,fake
GOVERNMENT,"With switch from ï¿½Jai Shree Ramï¿½ to ï¿½Jai Ma Durgaï¿½, BJP is tapping into the Bengali emotion",real
COVID-19,"No, the model in the photograph has not entered the Guinness Book of World Records for having the Darkest Skin Tone on Earth.No, This Is Not A Picture Of An IAS Topper Introducing Her Father",fake
COVID-19,ANI UP Misquotes Noida Police; Adds Tablighi Jamaat To Tweet,fake
VIOLENCE,"Hall of shame Ð Serial abusers, sexist bigots, rumour mongers followed by PM Modi on Twitter",fake
MISLEADING,Fact Check: Who Is Paying For Migrants' Train Tickets To Return To Their Homes?,fake
GOVERNMENT,Karnataka imposes night curfew from 10 pm to 6 am till January 2,real
GOVERNMENT,Fact Check: Obama's tweet snubbing PM Modi over farmers' protest is morphed,fake
POLITICS,US proposal on H-1B visas may hit Indians,real
COVID-19,World Health Organization confirmed 'protocol' on COVID-19 lockdown is fake.2013 Photo Of WB Chief Secretary Revived With COVID-19 Spin,fake
MISLEADING,Fact Check: Was BJP leader Pankaja Munde in tears after losing in Maharashtra polls?. Fact Check: BJP?s Pankaja Munde was not crying over her defeat...,fake
GOVERNMENT,Farm laws have potential to represent step forward for agricultural reforms in India  IMF,real
VIOLENCE,"Delhi court pulls up riots accused, represented by lawyer Mehmood Pracha, for ï¿½playing fraudï¿½",real
POLITICS,This video of car explosion is not from India; heres the...,fake
ELECTION,"Bihar in mind, EC moots online filing of papers",real
TRAD,Burqa controversy shows Shiv Sena mouthpiece Saamana not always Uddhav Thackerayï¿½s voice,real
ELECTION,Rahul Gandhi has natural dislike for truth: Jaitley hits back in Lok Sabha over Rafale,real
COVID-19,"GSI Rubbishes 3000-Tonne Gold Reserves Claim In UP, Says It's 160 Kg",fake
COVID-19,Fake: Govt has not sold Indian Oil Corporation to Adani Group,fake
ELECTION,Madhya Pradesh: Shivraj Singh Chouhan govt expands cabinet with 5 ministers amid Coronavirus outbreak,real
COVID-19,"ÔGood thingÕ RamdevÕs Patanjali has new medicine for Coronavirus, but needs Ayush Ministry ÔpermissionÕ: Union minister",real
ELECTION,BJP MLA Raja Singh says he has no Facebook account after being banned,real
ELECTION,Kerala Congress faction to keep away from UDFÕs no-trust motion,real
ELECTION,"GHMC polls: BJP releases manifesto, promises free vaccination, wifi, water",real
COVID-19,"Steady dip, positivity below 8% for 4th day",real
VIOLENCE,Video of unidentified drunk man shared as BJP leader Sudhanshu Trivedi,fake
TRAD,"Fact Check: Does this photograph show Japanese doctors arriving in Wuhan, China?",fake
GOVERNMENT,Payal Ghosh calls #MeTooIndia movement 'fake',real
GOVERNMENT,Fact Check: Don?t Fall For This Morphed Picture Of A Man.... Fact Check: Don?t fall for this morphed picture of Amit Shah...,fake
POLITICS,Rajasthan assembly passes 3 bills to counter Centre?s farm laws,fake
VIOLENCE,3 civilians injured in grenade attack in KashmirÕs Baramulla,fake
COVID-19,"ISRO developing green propulsion for human space mission, says chairman K Sivan",real
VIOLENCE,Football Hooliganism Being Shared As Muslims Rioting & Other News You...,fake
COVID-19,"Bharat bandh has mixed response, most impact in Punjab, Haryana",real
COVID-19,How India is gearing up for Covid-19 vaccine roll out,fake
TERROR,"Covid chaos, high prices push Indias 2020 gold imports to lowest since 2009",real
POLITICS,"Lesson from Karnataka bypoll results ï¿½ a united front can stop Modi, says Congress",real
MISLEADING,Fact Check: The Government is not reintroducing the FRDI Bill; hereÕs...,fake
VIOLENCE,NCB arrests Rhea Chakraborty to 'unravel drugs nexus'; sent to judicial custody till Sept 22,real
ELECTION,"Oppn, BJP clash as Anurag Thakur slams Nehru to defend PM Cares Fund",real
COVID-19,"NEET-UG on Sunday; isolation rooms for symptomatic candidates, 15.97 lakh to take test",real
COVID-19,Coronavirus updates: Western UP health department sets up control room to report suspected cases,real
VIOLENCE,Rhea ChakrabortyÕs complaint is attempt to take revenge: Sushant RajputÕs sisters,real
